"BOX HILL
(N-E METRO)",RAW,,,,,,,"BOX HILL
(N-E METRO)",SYNTHETIC,,,,,,
Middle ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
,,,,,,,,,,,,,,,
"MULGRAVE
(SE METRO)",RAW,,,,,,,"MULGRAVE
(SE METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,29,,Index,1,2,3,4,5,6,29
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,80.55%,0.00%,0.00%,19.45%,0.00%,,,LNP,56.38%,0.00%,0.00%,30.00%,13.62%,0.00%,100.00%
GRN,60.86%,21.38%,0.00%,17.75%,0.00%,,,GRN,57.82%,20.31%,0.00%,5.00%,16.87%,0.00%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,12.34%,48.04%,15.60%,24.02%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,7.41%,28.82%,9.36%,40.00%,14.41%,0.00%,100.00%
,,,,,,,,,,,,,,,
"ROWVILLE
(SE METRO)",RAW,,,,,,,"ROWVILLE
(SE METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,30,,Index,1,2,3,4,5,6,30
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,66.59%,14.55%,0.00%,18.86%,0.00%,,,GRN,63.26%,13.82%,0.00%,5.00%,17.92%,0.00%,100.00%
IND,40.44%,59.56%,0.00%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,16.25%,30.59%,20.50%,32.66%,0.00%,,,IND,34.37%,50.63%,0.00%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,8.13%,15.30%,10.25%,50.00%,16.33%,0.00%,100.00%
,,,,,,,,,,,,,,,
"CRANBOURNE
(SE METRO)",RAW,,,,,,,"CRANBOURNE
(SE METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,31,,Index,1,2,3,4,5,6,31
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,56.29%,12.29%,0.00%,0.00%,31.42%,,,GRN,53.47%,11.68%,0.00%,5.00%,0.00%,29.85%,100.00%
IND,10.33%,33.06%,12.81%,0.00%,43.80%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,43.05%,56.95%,0.00%,0.00%,0.00%,,,IND,8.78%,28.10%,10.89%,15.00%,0.00%,37.23%,100.00%
,,,,,,,,OTH,21.53%,28.47%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"DANDENONG
(SE METRO)",RAW,,,,,,,"DANDENONG
(SE METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,32,,Index,1,2,3,4,5,6,32
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,62.10%,13.55%,0.00%,0.00%,24.36%,,,GRN,58.99%,12.87%,0.00%,5.00%,0.00%,23.14%,100.00%
IND,7.10%,35.49%,6.26%,0.00%,51.15%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,49.12%,50.88%,0.00%,0.00%,0.00%,,,IND,6.03%,30.17%,5.32%,15.00%,0.00%,43.48%,100.00%
,,,,,,,,OTH,24.56%,25.44%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"NARRE WARREN NORTH
(SE METRO)",RAW,,,,,,,"NARRE WARREN NORTH
(SE METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,33,,Index,1,2,3,4,5,6,33
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,60.63%,16.53%,0.00%,0.00%,22.84%,,,GRN,57.60%,15.70%,0.00%,5.00%,0.00%,21.70%,100.00%
IND,13.04%,29.95%,8.89%,0.00%,48.12%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,38.05%,61.95%,0.00%,0.00%,0.00%,,,IND,11.09%,25.46%,7.56%,15.00%,0.00%,40.90%,100.00%
,,,,,,,,OTH,19.03%,30.97%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"NARRE WARREN SOUTH
(SE METRO)",RAW,,,,,,,"NARRE WARREN SOUTH
(SE METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,34,,Index,1,2,3,4,5,6,34
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,59.31%,13.52%,0.00%,0.00%,27.17%,,,GRN,56.34%,12.84%,0.00%,5.00%,0.00%,25.81%,100.00%
IND,12.76%,14.83%,7.59%,0.00%,64.83%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,34.50%,65.50%,0.00%,0.00%,0.00%,,,IND,10.84%,12.60%,6.45%,15.00%,0.00%,55.10%,100.00%
,,,,,,,,OTH,17.25%,32.75%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"FRANKSTON
(SE METRO)",RAW,,,,,,,"FRANKSTON
(SE METRO)",SYNTHETIC,,,,,,
Outer Metro,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,35,,Index,1,2,3,4,5,6,35
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,78.51%,21.49%,0.00%,0.00%,0.00%,,,GRN,74.58%,20.42%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,10.55%,7.34%,13.03%,0.00%,69.08%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,38.88%,61.12%,0.00%,0.00%,0.00%,,,IND,8.97%,6.24%,11.07%,15.00%,0.00%,58.72%,100.00%
,,,,,,,,OTH,19.44%,30.56%,0.00%,50.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BERWICK
(SE METRO)",RAW,,,,,,,"BERWICK
(SE METRO)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,36,,Index,1,2,3,4,5,6,36
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,63.56%,36.44%,0.00%,0.00%,0.00%,,,GRN,57.21%,32.79%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,15.39%,52.87%,31.73%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,6.93%,23.79%,14.28%,55.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"CARRUM
(SE METRO)",RAW,,,,,,,"CARRUM
(SE METRO)",SYNTHETIC,,,,,,
Peri-urban,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,37,,Index,1,2,3,4,5,6,37
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,61.71%,38.29%,0.00%,0.00%,0.00%,,,GRN,55.54%,34.46%,0.00%,10.00%,0.00%,0.00%,100.00%
IND,8.26%,10.81%,5.91%,0.00%,75.03%,,,ON,10.00%,63.00%,3.00%,0.00%,6.00%,18.00%,100.00%
OTH,16.00%,41.06%,42.93%,0.00%,0.00%,,,IND,6.19%,8.10%,4.43%,25.00%,0.00%,56.27%,100.00%
,,,,,,,,OTH,7.20%,18.48%,19.32%,55.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"ALBERT PARK
(S METRO)",RAW,,,,,,,"ALBERT PARK
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,38,,Index,1,2,3,4,5,6,38
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,83.82%,16.18%,0.00%,0.00%,0.00%,,,GRN,79.62%,15.38%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,29.37%,29.44%,41.19%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,11.82%,38.24%,27.67%,22.28%,0.00%,,,IND,24.96%,25.02%,35.01%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,8.27%,26.77%,19.37%,30.00%,15.59%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BRIGHTON
(S METRO)",RAW,,,,,,,"BRIGHTON
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,39,,Index,1,2,3,4,5,6,39
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,77.02%,22.98%,0.00%,0.00%,0.00%,,,GRN,73.17%,21.83%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,30.45%,28.80%,40.75%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,12.02%,23.61%,40.26%,24.11%,0.00%,,,IND,25.88%,24.48%,34.64%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,8.41%,16.53%,28.18%,30.00%,16.88%,0.00%,100.00%
,,,,,,,,,,,,,,,
"CAULFIELD
(S METRO)",RAW,,,,,,,"CAULFIELD
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,40,,Index,1,2,3,4,5,6,40
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,82.55%,17.45%,0.00%,0.00%,0.00%,,,GRN,78.42%,16.58%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,30.62%,21.26%,48.13%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,11.39%,43.60%,25.77%,19.24%,0.00%,,,IND,26.02%,18.07%,40.91%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,7.97%,30.52%,18.04%,30.00%,13.47%,0.00%,100.00%
,,,,,,,,,,,,,,,
"PRAHRAN
(S METRO)",RAW,,,,,,,"PRAHRAN
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,41,,Index,1,2,3,4,5,6,41
ALP,0.00%,17.11%,82.89%,0.00%,0.00%,,,ALP,0.00%,15.40%,74.60%,10.00%,0.00%,0.00%,100.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,0.00%,0.00%,0.00%,0.00%,0.00%,,,GRN,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
IND,20.94%,17.15%,23.83%,0.00%,38.08%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,15.10%,37.96%,46.94%,0.00%,0.00%,,,IND,17.80%,14.58%,20.26%,15.00%,0.00%,32.37%,100.00%
,,,,,,,,OTH,10.57%,26.57%,32.86%,30.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"HAWTHORN
(S METRO)",RAW,,,,,,,"HAWTHORN
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,42,,Index,1,2,3,4,5,6,42
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,37.02%,9.29%,0.00%,53.69%,0.00%,,,GRN,35.17%,8.83%,0.00%,5.00%,51.01%,0.00%,100.00%
IND,76.46%,23.54%,0.00%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,20.40%,43.34%,17.81%,18.45%,0.00%,,,IND,64.99%,20.01%,0.00%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,14.28%,30.34%,12.46%,30.00%,12.92%,0.00%,100.00%
,,,,,,,,,,,,,,,
"KEW
(S METRO)",RAW,,,,,,,"KEW
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,43,,Index,1,2,3,4,5,6,43
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,40.72%,11.34%,0.00%,47.94%,0.00%,,,GRN,38.69%,10.77%,0.00%,5.00%,45.54%,0.00%,100.00%
IND,73.05%,26.95%,0.00%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,12.16%,42.93%,19.96%,24.95%,0.00%,,,IND,62.09%,22.91%,0.00%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,8.51%,30.05%,13.97%,30.00%,17.47%,0.00%,100.00%
,,,,,,,,,,,,,,,
"MALVERN
(S METRO)",RAW,,,,,,,"MALVERN
(S METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,44,,Index,1,2,3,4,5,6,44
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,81.29%,18.71%,0.00%,0.00%,0.00%,,,GRN,77.22%,17.78%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,17.51%,38.30%,21.07%,0.00%,23.12%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,22.97%,35.51%,41.52%,0.00%,0.00%,,,IND,14.88%,32.56%,17.91%,15.00%,0.00%,19.65%,100.00%
,,,,,,,,OTH,16.08%,24.86%,29.06%,30.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"BENTLEIGH
(S METRO)",RAW,,,,,,,"BENTLEIGH
(S METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,45,,Index,1,2,3,4,5,6,45
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,81.01%,18.99%,0.00%,0.00%,0.00%,,,GRN,76.96%,18.04%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,25.86%,18.38%,22.81%,0.00%,32.95%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,20.11%,43.07%,36.82%,0.00%,0.00%,,,IND,21.98%,15.62%,19.39%,15.00%,0.00%,28.01%,100.00%
,,,,,,,,OTH,12.06%,25.84%,22.09%,40.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"SANDRINGHAM
(S METRO)",RAW,,,,,,,"SANDRINGHAM
(S METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,46,,Index,1,2,3,4,5,6,46
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,80.41%,19.59%,0.00%,0.00%,0.00%,,,GRN,76.39%,18.61%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,28.59%,36.11%,35.31%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,17.64%,29.91%,32.93%,19.52%,0.00%,,,IND,24.30%,30.69%,30.01%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,10.59%,17.95%,19.76%,40.00%,11.71%,0.00%,100.00%
,,,,,,,,,,,,,,,
"ASHWOOD
(S METRO)",RAW,,,,,,,"ASHWOOD
(S METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,47,,Index,1,2,3,4,5,6,47
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,83.61%,16.39%,0.00%,0.00%,0.00%,,,GRN,79.42%,15.58%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,14.56%,43.86%,10.82%,0.00%,30.76%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,15.33%,44.74%,39.92%,0.00%,0.00%,,,IND,12.38%,37.28%,9.20%,15.00%,0.00%,26.14%,100.00%
,,,,,,,,OTH,9.20%,26.85%,23.95%,40.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"OAKLEIGH
(S METRO)",RAW,,,,,,,"OAKLEIGH
(S METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,48,,Index,1,2,3,4,5,6,48
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,83.80%,16.20%,0.00%,0.00%,0.00%,,,GRN,79.61%,15.39%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,24.54%,53.88%,21.58%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,12.75%,23.39%,30.97%,32.90%,0.00%,,,IND,20.86%,45.80%,18.34%,15.00%,0.00%,0.00%,100.00%
,,,,,,,,OTH,7.65%,14.03%,18.58%,40.00%,19.74%,0.00%,100.00%
,,,,,,,,,,,,,,,
"FOOTSCRAY
(W METRO)",RAW,,,,,,,"FOOTSCRAY
(W METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,49,,Index,1,2,3,4,5,6,49
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,36.97%,0.00%,63.03%,0.00%,0.00%,,,LNP,29.58%,0.00%,50.42%,20.00%,0.00%,0.00%,100.00%
GRN,0.00%,0.00%,0.00%,0.00%,0.00%,,,GRN,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,20.18%,19.20%,60.62%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,14.13%,13.44%,42.44%,30.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"WILLIAMSTOWN
(W METRO)",RAW,,,,,,,"WILLIAMSTOWN
(W METRO)",SYNTHETIC,,,,,,
Inner Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,50,,Index,1,2,3,4,5,6,50
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,85.94%,14.06%,0.00%,0.00%,0.00%,,,GRN,81.64%,13.36%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,12.00%,53.00%,5.00%,0.00%,10.00%,20.00%,100.00%
OTH,23.52%,36.62%,39.86%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,16.46%,25.63%,27.90%,30.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"LAVERTON
(W METRO)",RAW,,,,,,,"LAVERTON
(W METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,51,,Index,1,2,3,4,5,6,51
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,80.96%,19.04%,0.00%,0.00%,0.00%,,,GRN,76.91%,18.09%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,15.77%,8.45%,7.61%,0.00%,68.17%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,27.60%,24.89%,47.51%,0.00%,0.00%,,,IND,13.41%,7.18%,6.46%,15.00%,0.00%,57.94%,100.00%
,,,,,,,,OTH,16.56%,14.93%,28.51%,40.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"NIDDRIE
(W METRO)",RAW,,,,,,,"NIDDRIE
(W METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,52,,Index,1,2,3,4,5,6,52
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
GRN,71.53%,28.47%,0.00%,0.00%,0.00%,,,GRN,67.95%,27.05%,0.00%,5.00%,0.00%,0.00%,100.00%
IND,0.00%,0.00%,0.00%,0.00%,0.00%,,,ON,12.00%,58.00%,5.00%,0.00%,6.00%,19.00%,100.00%
OTH,31.51%,41.62%,26.87%,0.00%,0.00%,,,IND,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,OTH,18.91%,24.97%,16.12%,40.00%,0.00%,0.00%,100.00%
,,,,,,,,,,,,,,,
"ST ALBANS
(W METRO)",RAW,,,,,,,"ST ALBANS
(W METRO)",SYNTHETIC,,,,,,
Middle Ring,ALP,LNP,GRN,IND,OTH,PrefRow,,,ALP,LNP,GRN,ON,IND,OTH,PrefRow
Index,1,2,3,4,5,53,,Index,1,2,3,4,5,6,53
ALP,0.00%,0.00%,0.00%,0.00%,0.00%,,,ALP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
LNP,0.00%,0.00%,0.00%,0.00%,0.00%,,,LNP,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
